museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
746,Museo Comunitario San Esteban Tetelpan,Arqueologia,01/12/1997,"Museo Comunitario San Esteban Tetelpan, A.C.",17,Morelos,31,Zacatepec,1,Zacatepec de Hidalgo,"Ex Curato de la Iglesia de San Esteban, Santos Degollado s/n",Col. Zacatepec de Hidalgo,62780,(734) 347 27 47,http://www.morelosturistico.com/espanol/pagina/z_101_Museo_San_Esteban_Tetelpan.php,,museosanestebantetelpa@hotmail.com,,-99.1953,18.6595,http://sic.gob.mx/ficha.php?table=museo&table_id=746,13/12/2018 08:42
752,Museo de Arte Prehispánico Colección Carlos Pellicer,Arqueologia,24/07/1965,"Patronato Amigos de Tepoztlán, A.C.",17,Morelos,20,Tepoztlán,1,Tepoztlán,"Arq. Pablo A. González 2, Parte Posterior del Ex -Convento",Centro,62520,(739) 395 10 98,,http://www.travelbymexico.com/tepoztlan/atractivos/?nom=1275950242,prom_vivimar@hotmail.com,,-99.09898,18.98571,http://sic.gob.mx/ficha.php?table=museo&table_id=752,13/07/2015 13:21
5,Museo de Sitio de Coatetelco,Arqueologia,01/01/1977,Secretaría de Cultura/INAH,17,Morelos,15,Miacatlán,1,Miacatlán,Amargura s/n,Centro,62606,(777) 312 31 08,http://www.inah.gob.mx/es/red-de-museos/252-museo-de-sitio-de-coatetelco,,javier_solis@inah.gob.mx,,-99.32593,18.72626,http://sic.gob.mx/ficha.php?table=museo&table_id=5,17/02/2020 04:40
1043,Museo de Sitio de Xochicalco,Arqueologia,10/04/1996,Secretaría de Cultura/INAH,17,Morelos,15,Miacatlán,1,Miacatlán,Carr. Federal Xochicalco-Tetlama s/n,Col. Xochicalco,62609,737 374 30 91,,http://www.inah.gob.mx/es/red-de-museos/250-museo-de-sitio-de-xochicalco,xochicalco.mor@inah.gob.mx; cuauhtli_medina@inah.gob.mx,,-99.2271,18.85409,http://sic.gob.mx/ficha.php?table=museo&table_id=1043,02/03/2020 04:17
333,Museo Fotográfico de Cuernavaca. El Castillito,Arte,01/01/2009,Ayuntamiento de Cuernavaca,17,Morelos,7,Cuernavaca,1,Cuernavaca,Agustín Güemes 1,Col. El Calvario,62000,(777) 312 70 81,,,direccion.cultura.cuernavaca@gmail.com,,-99.23761,18.929,http://sic.gob.mx/ficha.php?table=museo&table_id=333,13/12/2018 08:44
1764,Museo Güelu,Arte,01/08/2010,"Fundación Fernando Cué Gómez, A.C",17,Morelos,7,Cuernavaca,1,Cuernavaca,Ixcateopan 101,Col. Vista Hermosa,62290,(777) 311 65 72,http://www.museoguelu.org.mx/,https://www.facebook.com/pages/Museo-G%C3%BCelu-Fundaci%C3%B3n-Fernando-Cu%C3%A9-AC/127009514044137?fref=ts,museo@museoguelu.org.mx,,-99.2221,18.9313,http://sic.gob.mx/ficha.php?table=museo&table_id=1764,26/11/2018 05:17
330,Museo Robert Brady,Arte,24/03/1987,"Fundación Robert Brady, A.C.",17,Morelos,7,Cuernavaca,1,Cuernavaca,Nezahualcóyotl 4,Centro,62000,(777) 318 85 54,https://www.museorobertbrady.com/,,info@museorobertbrady.com,,-99.23607,18.91983,http://sic.gob.mx/ficha.php?table=museo&table_id=330,14/08/2018 06:44
690,Museo de la Caricatura y la Historieta (MUCAHI),Arte,02/12/2000,"Movimiento Cultural Coronel Francisco Franco Salazar, A.C.",17,Morelos,4,Ayala,4,Anenecuilco,Libertad s/n,Col. Anenecuilco,62709,(735) 154 09 90,https://plus.google.com/118083669202355950236/about,https://es-la.facebook.com/museohistorietamexicana/,mucahi@gmail.com,,-98.98235,18.77889,http://sic.gob.mx/ficha.php?table=museo&table_id=690,09/08/2018 05:02
656,Museo Ex Convento de San Juan Bautista,Arte,05/10/1996,"Museo Ex Convento de San Juan Bautista, A.C.",17,Morelos,26,Tlayacapan,1,Tlayacapan,Av. Justo Sierra s/n,Centro,62540,(735) 357 73 12,http://tramoyam1.blogspot.com/2008/12/ex-convento-de-san-juan-bautista-de.html,,,,-98.98278,18.95524,http://sic.gob.mx/ficha.php?table=museo&table_id=656,16/06/2016 09:41
1264,Papalote Museo del Niño Cuernavaca,Arte,17/12/2008,"Museo Interactivo Infantil, A.C.",17,Morelos,7,Cuernavaca,1,Cuernavaca,Av. Vicente Guerrero 205,Col. Lomas de la Selva,62270,(777) 310 38 48 ext. 100,http://www.papalotecuernavaca.org.mx/,https://www.facebook.com/papalotecuernavaca,info.cuernavaca@papalote.org.mx,,-99.2311,18.93366,http://sic.gob.mx/ficha.php?table=museo&table_id=1264,14/08/2018 06:52
1774,Museo de Arte Indígena Contemporáneo,Arte,13/07/2015,Patronato de la Universidad Autónoma del Estado de Morelos,17,Morelos,7,Cuernavaca,1,Cuernavaca,Av. José María Morelos 107,Centro,62000,(777) 310 57 00,,,info@maicmuseum.org,,-99.23789,18.92159,http://sic.gob.mx/ficha.php?table=museo&table_id=1774,20/11/2019 06:35
1629,Museo Morelense de Arte Popular (MMAPO),Arte,17/08/2013,Secretaría de Cultura del Estado de Morelos,17,Morelos,7,Cuernavaca,1,Cuernavaca,Miguel Hidalgo 239,Centro,62000,"(777) 318 10 44, 318 62 00",http://mmapo.morelos.gob.mx/,https://www.facebook.com/MuseoMorelensedeArtePopular,museomorelensedeartepopular2@gmail.com; mmapo.mx@gmail.com,,-99.23572,18.92091,http://sic.gob.mx/ficha.php?table=museo&table_id=1629,03/09/2018 04:11
1041,Proyecto Siqueiros: Sala de Arte Público Siqueiros-La Tallera,Arte,01/01/1986,Secretaría de Cultura/INBA,17,Morelos,7,Cuernavaca,1,Cuernavaca,Venus 52,Col. Jardines de Cuernavaca,62360,(777) 160 11 90,http://www.saps-latallera.bellasartes.gob.mx/index.php?option=com_content&view=article&id=239,,administraciontallera@saps-latallera.org; educativostallera@saps-latallera.org,SAPS_LaTallera,-99.20503,18.93237,http://sic.gob.mx/ficha.php?table=museo&table_id=1041,18/04/2016 13:53
338,Museo de Acervo Paleontológico de Cuernavaca (MAPA),Ciencia y tecnologia,12/02/2000,Particular,17,Morelos,7,Cuernavaca,1,Cuernavaca,Venus 15,Jardines de Cuernavaca,62360,(777) 315 74 00,,,mapa@netcall.com.mx,,-99.20566,18.93347,http://sic.gob.mx/ficha.php?table=museo&table_id=338,09/07/2015 12:51
104,Museo de la Ciudad de Cuernavaca (MuCIC),Historia,01/11/2009,Ayuntamiento de Cuernavaca,17,Morelos,7,Cuernavaca,1,Cuernavaca,Av. Morelos 265,Centro Histórico,62000,(777) 314 57 38,,https://www.facebook.com/MuCiCuernavaca/,direccion.cultura.cuernavaca@gmail.com,,-99.23753,18.92002,http://sic.gob.mx/ficha.php?table=museo&table_id=104,20/05/2019 04:20
339,Museo del Centro Cultural La Cerería,Historia,02/02/1991,Ayuntamiento de Tlayacapan,17,Morelos,26,Tlayacapan,1,Tlayacapan,Plaza de la Corregidora s/n,Centro,62540,(735) 357 62 97,,,cctlayacapan@gmail.com,,-98.97969,18.95543,http://sic.gob.mx/ficha.php?table=museo&table_id=339,15/06/2016 12:52
1844,Museo Comunitario El Fuste,Historia,26/01/2001,Comunidad de Quebrantadero,17,Morelos,3,Axochiapan,9,Quebrantadero,Plaza de la Reforma s/n,Centro,62956,(769) 351 06 11,,,aldo_23_em@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1844,03/09/2018 04:04
747,Museo Comunitario de San Juan Tlacotenco,Historia,1000-01-01,Comunitario independiente,17,Morelos,20,Tepoztlán,1,Tepoztlán,"Domicilio conocido s/n, planta baja de la ayudantía municipal",Centro,62520,(739) 395 08 32,,,,,-99.09902,18.9856,http://sic.gob.mx/ficha.php?table=museo&table_id=747,13/12/2018 08:41
1779,Museo Vivencial 279,Historia,08/10/2014,"Patronato del Museo Vivencial 279, A.C.",17,Morelos,6,Cuautla,1,Cuautla,Mariano Escobedo s/n,Centro,48150,(735) 136 71 51,https://www.facebook.com/pages/Museo-Vivencial-279/716194275101537?fref=ts,,museovivencial279@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1779,12/06/2016 00:04
1229,Museo Casa Zapata,Historia,01/08/2006,Secretaría de Cultura del Estado de Morelos,17,Morelos,4,Ayala,149,Anenecuilco,Av. Emiliano Zapata s/n,Centro,62709,(735) 308 89 01,,,museo.czapata@gmail.com,,-98.98778,18.77672,http://sic.gob.mx/ficha.php?table=museo&table_id=1229,19/02/2021 04:47
1531,Museo del Agrarismo Ex Hacienda de Chinameca,Historia,28/11/2011,Secretaría de Cultura del Estado de Morelos,17,Morelos,4,Ayala,1,Ciudad Ayala,Lázaro Cárdenas s/n,Centro,62723,(735) 170 00 83,,https://es-la.facebook.com/MuseoDelAgrarismoExHaciendaDeChinameca/,chinamexaexhacienda@gmail.com,,-98.98673,18.76915,http://sic.gob.mx/ficha.php?table=museo&table_id=1531,09/08/2018 05:16
881,Museo de la Independencia. Sitio de Cuautla,Historia,18/09/1995,Secretaría de Cultura del Estado de Morelos,17,Morelos,6,Cuautla,1,Cuautla,Batalla del 19 de Febrero s/n,Centro,62740,(735) 352 48 08,,,museo.independencia.cuautla@gmail.com,,-98.95395,18.81597,http://sic.gob.mx/ficha.php?table=museo&table_id=881,14/06/2016 13:36
1338,Museo del Centro Cultural Jardín Borda,Historia,01/01/1991,Secretaría de Cultura del Estado de Morelos,17,Morelos,7,Cuernavaca,1,Cuernavaca,Av. José María Morelos  271,Centro,62000,"(777) 3 18 10 50, 3 12 47 89, 3 18 10 38",,,ccjardinborda@gmail.com,,-99.23765,18.921,http://sic.gob.mx/ficha.php?table=museo&table_id=1338,14/06/2016 13:38
639,Museo   Mariano Matamoros,Historia,01/01/1984,Secretaría de Cultura del Estado de Morelos,17,Morelos,10,Jantetelco,1,Jantetelco,Calle Reforma 55,Centro,62970,(777) 318 10 62 ,,,museomarianomatamoros@gmail.com,,-98.77816,18.71571,http://sic.gob.mx/ficha.php?table=museo&table_id=639,17/07/2019 04:56
247,Museo Histórico de Cuautla (Casa de Morelos),Historia,30/09/1965,Secretaría de Cultura/INAH,17,Morelos,6,Cuautla,1,Cuautla,Cjón. del Castigo 3 ,Centro,62740,(735) 352 83 31,http://www.inah.gob.mx/es/red-de-museos/228-museo-historico-de-cuautla-casa-de-morelos,, casademorelos@hotmail.com:  saul_rebollo@inah.gob.mx,,-98.956,18.81195,http://sic.gob.mx/ficha.php?table=museo&table_id=247,20/02/2020 07:02
749,Museo Comunitario de Totolapan,TND,1000-01-01,Ayuntamiento de Totolapan,17,Morelos,27,Totolapan,5,Nepopualco,Domicilio conocido,Centro,62830,(735) 353 21 91,,,culturatotolapan@hotmail.com,,-98.92176,18.98812,http://sic.gob.mx/ficha.php?table=museo&table_id=749,07/03/2019 08:16
754,Museo Comunitario Ce Acatl Topiltzin Quetzalcóatl (Un ave serpiente),TND,01/01/1996,Comité Cultural de Amatlán,17,Morelos,20,Tepoztlán,1,Tepoztlán,Quetzalcóatl s/n,Pueblo Amatlán de Quetzalcóatl,62525,(739) 395 18 95,,, cultural@amatlandequetzalcoatl.mx,,-99.09822,18.98611,http://sic.gob.mx/ficha.php?table=museo&table_id=754,19/06/2017 11:02
734,Museo Comunitario Zoloxúchitl,TND,1000-01-01,Comunitario independiente,17,Morelos,32,Zacualpan de Amilpas,6,Tlacotepec,Plaza de la Constitución s/n esq. Miguel Hidalgo,Centro,62895,(731) 170 41 79 ,,,,,-98.75151,18.81408,http://sic.gob.mx/ficha.php?table=museo&table_id=734,20/06/2016 11:45
1846,Museo Comunitario de Ocuituco,TND,23/01/2018,Grupo Cultural Siena Ocuituco A.C.,17,Morelos,16,Ocuituco,1,Ocuituco,Calle Agustín Cazares s/n,Barrio Tepexi Ocuituco,62850,Cel. (735) 120 21 04,,,,,-98.77522,18.87112,http://sic.gob.mx/ficha.php?table=museo&table_id=1846,07/10/2019 04:28
301,Museo Comunitario Rubén Jaramillo,TND,23/05/1995,"Unión de Pueblos de Morelos, A.C.",17,Morelos,25,Tlaquiltenango,1,Tlaquiltenango,Av. Morelos s/n esq. Emiliano Zapata,Centro,62980,"(734) 342 14 32, 342 14 77",,,presidenciatlaquiltenango@hotmail.com,,-99.16127,18.63626,http://sic.gob.mx/ficha.php?table=museo&table_id=301,16/06/2016 10:17
2013,Museo de Arte Sacro de Cuernavaca,,12/07/2018,Catedral de Cuernavaca/Ex-Convento de la Asunción de Cuernavaca,17,Morelos,7,Cuernavaca,1,Cuernavaca,Miguel Hidalgo 17,Centro,62000, 777 312 1290,,,sacromuseo@gmail.com,,-99.23684,18.92051,http://sic.gob.mx/ficha.php?table=museo&table_id=2013,13/01/2021 05:00
2022,Museo de Ciencias del Estado de Morelos,,25/03/2009,Consejo de Ciencia y Tecnología del Estado de Morelos/Centro Morelense de Comunicación de la Ciencia,17,Morelos,7,Cuernavaca,1,Cuernavaca,"Av. Atlacomulco 13, Interior Parque San Miguel Acapantzingo",Acapatzingo,62440,"777 312 3979  ext.104, 108",http://museodeciencias.morelos.gob.mx,,cemocc@morelos.gob.mx,MuseoCMor,-99.2271,18.91904,http://sic.gob.mx/ficha.php?table=museo&table_id=2022,21/04/2021 12:22
2005,Museo Morelense de Arte Contemporáneo Juan Soriano ,,06/03/2018,Gobierno del Estado,17,Morelos,7,Cuernavaca,1,Cuernavaca,Dr. Guillermo Gándara 415,Col. Amatitlán,62410,(777) 608 33 51,http://mmacjuansoriano.org/,,contacto@mmacjuansoriano.org,,-99.23071,18.92307,http://sic.gob.mx/ficha.php?table=museo&table_id=2005,02/04/2020 07:27
1507,Museo de los Cinco Pueblos,Antropologia,16/11/2010,Centro Cultural de los Cinco/Consejo Estatal para La Cultura y Las Artes de Nayarit,18,Nayarit,17,Tepic,1,Tepic,Av. México 105 Nte. ,Centro,63000,(311) 212 17 05,http://5pueblos.blogspot.mx/,,naycora@hotmail.com ,,-104.89242,21.51029,http://sic.gob.mx/ficha.php?table=museo&table_id=1507,02/08/2018 04:13
341,Museo de la Casa de Cultura de Ixtlán del Río,Arqueologia,01/01/1996,Ayuntamiento de Ixtlán del Río,18,Nayarit,6,Ixtlán del Río,1,Ixtlán del Río,Av. Miguel Hidalgo 45,Centro Histórico,63940,324 243 45 04,,,cultura.gobixtlan@gmail.com,,-104.36798,21.03485,http://sic.gob.mx/ficha.php?table=museo&table_id=341,24/03/2020 10:55
640,Museo Comunitario de Jala,Arqueologia,01/01/1992,Patronato de la Casa de Cultura/Ayuntamiento de Jala,18,Nayarit,7,Jala,1,Jala,José María Salazar  14 ,Centro,63880,,,,,,-104.43776,21.1051,http://sic.gob.mx/ficha.php?table=museo&table_id=640,12/05/2015 10:20
261,Museo Regional de Nayarit,Arqueologia,29/07/1949,Secretaría de Cultura/INAH,18,Nayarit,17,Tepic,1,Tepic,Av. México Nte. 91,Centro,63000,(311) 212 19 00,http://www.inah.gob.mx/es/red-de-museos/257-museo-regional-de-nayarit,,miguel_delgado@inah.gob.mx,,-104.89263,21.50998,http://sic.gob.mx/ficha.php?table=museo&table_id=261,20/02/2020 05:30
362,Museo Local de Compostela,Arqueologia,01/02/1977,Secretaría de Cultura/INAH/Centro INAH Nayarit,18,Nayarit,4,Compostela,1,Compostela,"Juárez esq. Zaragoza s/n (a 36 km de Tepic, carretera federal 200 Tepic-Puerto Vallarta)",Centro,63700,(311) 100 6829 cel.,http://www.inah.gob.mx/es/red-de-museos/271-museo-de-compostela,,delfina_avila@inah.gob.mx; othon_quiroga@inah.gob.mx,,-104.89994,21.23633,http://sic.gob.mx/ficha.php?table=museo&table_id=362,21/06/2019 06:45
1405,Centro de Arte Contemporáneo del Bicentenario Emilia Ortiz,Arte,24/09/2010,Consejo Estatal para la Cultura y las Artes de Nayarit,18,Nayarit,17,Tepic,1,Tepic,Miguel Hidalgo 17 ,Centro,63000,(311) 216 03 89 ext. 121,,http://cacortiztepic.blogspot.mx/,rogeiroglez@yahoo.com.mx,,-104.89174,21.51089,http://sic.gob.mx/ficha.php?table=museo&table_id=1405,20/11/2019 06:57
1574,Museo Interactivo de Ciencias e Innovación de Nayarit,Ciencia y tecnologia,11/08/2011,Instituto Tecnológico de Tepic,18,Nayarit,17,Tepic,1,Tepic,Av. de la Salud s/n,Ciudad Industrial,63173,311 122 6372,,,miceinayarit@gmail.com,COCYTENAYARIT,-104.84948,21.4816,http://sic.gob.mx/ficha.php?table=museo&table_id=1574,13/01/2021 07:30
483,Museo del Origen,Historia,01/01/2011,Consejo Estatal para La Cultura y  las Artes de Nayarit,18,Nayarit,15,Santiago Ixcuintla,1,Santiago Ixcuintla,Porfirio Díaz 1,Isla de Mexcaltitán,63560,,https://www.facebook.com/museodelorigen.mexcaltitannayarit,,islacaxala@hotmail.com,,-105.47523,21.90594,http://sic.gob.mx/ficha.php?table=museo&table_id=483,12/06/2016 22:51
271,Museo Amado Nervo,Historia,27/04/1970,Consejo Estatal para la Cultura y las Artes de Nayarit,18,Nayarit,17,Tepic,1,Tepic,Zacatecas 284 Nte. ,Centro,63000,(311) 212 29 16,,,museoamadonervo@gmail.com,,-104.8904,21.51241,http://sic.gob.mx/ficha.php?table=museo&table_id=271,16/07/2015 11:04
282,Casa Museo Juan Escutia,Historia,13/03/1990,Consejo Estatal para la Cultura y las Artes de Nayarit,18,Nayarit,17,Tepic,1,Tepic,Miguel Hidalgo 71 Ote.,Centro,63000,(311) 212 33 90,,,museojuanescutiratepic@gmail.com; varela70@hotmail.com,,-104.89079,21.51047,http://sic.gob.mx/ficha.php?table=museo&table_id=282,16/07/2015 11:36
457,Museo Comunitario de Santiago Ixcuintla,Historia,01/01/1992,Junta Vecinal Pro Conservación y Difusión del Patrimonio Histórico y Cultural y Museo Comunitario / Ayuntamiento de Santiago Ixcuintla,18,Nayarit,15,Santiago Ixcuintla,1,Santiago Ixcuintla,Jardín Juárez s/n,Centro,63300,(323) 235 25 64,,,,,-105.20838,21.81096,http://sic.gob.mx/ficha.php?table=museo&table_id=457,07/07/2015 11:48
349,Museo Río Blanco,Antropologia,03/03/2000,Ayuntamiento de General Zaragoza,19,Nuevo León,24,General Zaragoza,1,General Zaragoza,5 de Febrero núm. 5,Centro,67960,(826) 213 30 99,,https://www.facebook.com/Zaragoza.NuevoLeon.Mexico/timeline,melva_771@hotmail.com; museorioblanco@gmail.com,,-99.77249,23.9742,http://sic.gob.mx/ficha.php?table=museo&table_id=349,12/07/2016 12:28
348,Museo Profr. Timoteo L. Hernández,Antropologia,27/05/1985,Ayuntamiento de Villaldama,19,Nuevo León,51,Villaldama,1,Ciudad de Villaldama,5 de Mayo s/n ,Centro,65350,(829) 245 03 26,,,martin_ortegon@hotmail.com; villadama_15-18@hotmail.com,,-100.42316,26.49843,http://sic.gob.mx/ficha.php?table=museo&table_id=348,07/11/2018 05:35
443,Museo Ciudad Guadalupe,Antropologia,15/07/2004,"Patronato Cultural de Ciudad Guadalupe, N.L., A.C./Ayuntamiento de Guadalupe",19,Nuevo León,26,Guadalupe,1,Guadalupe,Barbadillo esq. Hidalgo s/n,Centro,67100,(81) 8007 6530,,,,@MuseoDeCiudadGuadalupe  ,-100.26014,25.68128,http://sic.gob.mx/ficha.php?table=museo&table_id=443,12/10/2020 08:38
358,Museo Bernabé de las Casas ,Antropologia,22/10/1988,Patronato de Promoción y Desarrollo Sociocultural de Mina/Ayuntamiento de Mina,19,Nuevo León,37,Mina,1,Mina,Hidalgo 909,Centro,65100,(829) 288 00 82,,https://www.facebook.com/MuseodeMinaNuevoLeon?fref=ts,museobernabedelascasas@yahoo.com.mx,,-100.52717,26.00091,http://sic.gob.mx/ficha.php?table=museo&table_id=358,06/05/2021 02:57
582,Museo de Sitio Boca de Potrerillos,Arqueologia,29/11/1994,Secretaría de Cultura/INAH,19,Nuevo León,37,Mina,1,Mina,Carr. a Monclova km. 49.3,Ejido de Potrerillos,65100,(81) 8333 9751,https://www.inah.gob.mx/zonas/184-zona-arqueologica-boca-de-potrerillos,,delegacion_nl@inah.gob.mx,,-100.61215,26.06723,http://sic.gob.mx/ficha.php?table=museo&table_id=582,20/06/2019 05:57
589,Museo La Casa de los Títeres,Arte,12/11/1994,"Baúl Teatro, A.C.",19,Nuevo León,39,Monterrey,1,Monterrey,Padre Raymundo Jardón 910,Barrio Antiguo,64000,(81) 8343 0604,,https://www.facebook.com/MuseoLaCasaDeLosTiteres/,baul@baulteatro.com,,-100.30776,25.66482,http://sic.gob.mx/ficha.php?table=museo&table_id=589,07/11/2018 05:54
613,Museo Estatal de Culturas Populares de Nuevo León,Arte,11/03/1992,CONARTE,19,Nuevo León,39,Monterrey,1,Monterrey,Mariano Abasolo 1024,"Centro, Barrio Antiguo",64000,(81) 8344 3030,http://conarte.org.mx/museo-estatal-culturas-populares/,, gnevares@conarte.gob.mx,,-100.30652,25.6655,http://sic.gob.mx/ficha.php?table=museo&table_id=613,13/12/2018 08:55
584,Pinacoteca de Nuevo León,Arte,13/07/1990,Consejo para la Cultura y las Artes de Nuevo León,19,Nuevo León,39,Monterrey,1,Monterrey,Av. Juárez y Washington s/n,Centro,64000,(81) 1340 4358 y 62,http://conarte.org.mx/pinacoteca-nuevo-leon/,,elozano@conarte.org.mx,,-100.34253,25.67707,http://sic.gob.mx/ficha.php?table=museo&table_id=584,28/05/2018 10:08
1318,SUNMART Museo de Arte,Arte,04/08/2008,"Grupo Sun Mall, A.C.",19,Nuevo León,31,Juárez,1,Ciudad Benito Juárez,Av. de la Industria 555,Parque Corporativo San Engracia,67275,(81) 1366 1900,http://www.raulcerrillo.com/sunmart.html,,sunmart@sunmall.com.mx,,-100.11197,25.6501,http://sic.gob.mx/ficha.php?table=museo&table_id=1318,24/09/2019 09:01
1892,Museo de Cera de Monterrey,Arte,01/09/2014,Parque Fundidora/Gobierno del Estado de Nuevo León,19,Nuevo León,39,Monterrey,1,Monterrey,Av. Fundidora y Adolfo Prieto s/n,Col. Obrera,64010,(81) 8191 5694,http://museodeceramonterrey.com/ubicacion/,,info@museodeceramonterrey.com ,,-100.28394,25.67694,http://sic.gob.mx/ficha.php?table=museo&table_id=1892,12/04/2019 06:14
477,Museo El Ojo,Arte,12/04/2000,Particular,19,Nuevo León,18,García,1,García,Hidalgo 100,Centro,66000,(81) 8363 1811,,https://www.facebook.com/pages/Museo-del-Ojo/116483261779323,cultura@garcia.gob.mx; foto.xavy@gmail.com; mauriciofdz@prodigy.net.mx,,-100.59597,25.81171,http://sic.gob.mx/ficha.php?table=museo&table_id=477,09/07/2018 06:40
356,Museo de Arte Contemporáneo de Monterrey (MARCO),Arte,28/06/1991,Patronato del Museo de Arte Contemporáneo de Monterrey,19,Nuevo León,39,Monterrey,1,Monterrey,Juan Zuazua s/n ,Centro,64000,(81) 8262 4500,http://www.marco.org.mx/index.pl?i=235,https://www.facebook.com/museomarcomty,informacion@marco.org.mx,MuseoMARCO,-100.31004,25.66503,http://sic.gob.mx/ficha.php?table=museo&table_id=356,22/08/2018 06:11
101,Museo del Vidrio (MUVI),Arte,06/12/1991,"Vitro, S.A. de C.V.",19,Nuevo León,39,Monterrey,1,Monterrey,Magallanes 517 esq. Zaragoza y Treviño,Col. Treviño,64570,(81) 8863 1052,http://www.museodelvidrio.com/,,museov@vitro.com,MuseodelVidrio,-100.3079,25.68701,http://sic.gob.mx/ficha.php?table=museo&table_id=101,28/05/2018 10:37
351,Museo Comunitario de Mier y Noriega,Ciencia y tecnologia,08/03/2000,Ayuntamiento de Mier y Noriega,19,Nuevo León,36,Mier y Noriega,1,Mier y Noriega,Aldama e Hidalgo s/n,Centro,67980,,,,diegoramirez8606@gmail.com; admon2015-2018@outlook.com; maricela1608@yahoo.com.mx ,,-100.11964,23.42276,http://sic.gob.mx/ficha.php?table=museo&table_id=351,08/03/2019 09:20
607,Museo Industrial  El Blanqueo ,Ciencia y tecnologia,27/10/2000,Ayuntamiento de Santa Catarina,19,Nuevo León,48,Santa Catarina,1,Ciudad Santa Catarina,Monte Blanco 325,Col. Montenegro,66350,(81) 8336 2346,http://museoelblanqueo.blogspot.mx/,,museoblanqueo@yahoo.com.mx; blanqueo@prodigy.net.mx; culturastacatarina@hotmail.com,,-100.44122,25.66592,http://sic.gob.mx/ficha.php?table=museo&table_id=607,13/07/2016 15:30
585,Museo Casa de la Plomada,Ciencia y tecnologia,04/11/1991,Ayuntamiento de Vallecillo,19,Nuevo León,50,Vallecillo,1,Vallecillo,Francisco I. Madero s/n ,Centro,65400,(824) 245 61 20,,,presidencia_vallecillos@hotmail.com,,-99.98723,26.65969,http://sic.gob.mx/ficha.php?table=museo&table_id=585,07/11/2018 04:45
521,Sala Museo Dr. Ángel Oscar Ulloa Gregori,Ciencia y tecnologia,18/10/1993,Facultad de Medicina de la Universidad Autónoma de Nuevo León,19,Nuevo León,39,Monterrey,1,Monterrey,Dr. Eduardo Aguirre Pequeño s/n,Col. Mitras Centro,64460,(81) 8329 4050 ext. 2693,http://www.medicina.uanl.mx/salamuseo/,https://www.facebook.com/SalaMuseoDrAngelOscarUlloaGregori/timeline,a_hugo16@hotmail.com; aortiz@medicinauanl.mx,,-100.34757,25.69001,http://sic.gob.mx/ficha.php?table=museo&table_id=521,21/11/2018 08:54
530,Museo de Sitio de Arqueología Industrial Parque Fundidora,Ciencia y tecnologia,24/02/2001,Gobierno del Estado de Nuevo León/Parque Fundidora,19,Nuevo León,39,Monterrey,1,Monterrey,Av. Fundidora y Adolfo Prieto s/n,Col. Obrera,64010,(81) 8126 8500,http://www.parquefundidora.org,,info@parquefundidora.org,,-100.28436,25.67889,http://sic.gob.mx/ficha.php?table=museo&table_id=530,19/06/2017 12:32
1252,Museo San Nicolás (MUSAN) ,Ciencia y tecnologia,01/10/1994,Patronato del Gobierno Municipal,19,Nuevo León,46,San Nicolás de los Garza,1,San Nicolás de los Garza,Av. de la Juventud s/n,Col. Potrero Anáhuac  ,66456,(81) 8376 8325,,https://es-la.facebook.com/MuseoSanNicolas,museodesannicolas@gmail.com,,-100.29426,25.73546,http://sic.gob.mx/ficha.php?table=museo&table_id=1252,28/05/2018 10:14
591,Museo de la Fauna y Ciencias Naturales,Ciencia y tecnologia,26/03/1992,Patronato del Museo de la Fauna y Ciencias Naturales,19,Nuevo León,39,Monterrey,1,Monterrey,"Av. Alfonso Reyes 1000, Parque Niños Héroes",Col. Regina,64290,(81) 8351 7077,https://museodelafauna.com/,,museodelafauna@prodigy.net.mx,,-100.3138,25.71269,http://sic.gob.mx/ficha.php?table=museo&table_id=591,24/09/2019 08:58
1197,"Museo del Acero Horno3, Parque Fundidora",Ciencia y tecnologia,17/08/2007,"Patronato Museo del Acero, A.C.",19,Nuevo León,39,Monterrey,1,Monterrey,Av. Fundidora y Adolfo Prieto s/n,Col. Obrera,64010,(81) 8126 1100 ext. 1001,http://www.horno3.org/,,info@horno3.org,horno3,-100.28243,25.67615,http://sic.gob.mx/ficha.php?table=museo&table_id=1197,22/07/2015 17:20
1410,Museo de General Bravo,Especializado,01/01/2009,Ayuntamiento de General Bravo,19,Nuevo León,20,General Bravo,1,General Bravo,5 de Mayo 149 ,Centro,67000,(823) 234 02 04,,,presidenciageneralbravo@hotmail.com; cayge_1@hotmail.com,,-99.18131,25.7933,http://sic.gob.mx/ficha.php?table=museo&table_id=1410,31/01/2018 12:36
